location,temperature,humidity,wind_speed,rainfall,crowd_density,time_of_day,disruption,timestamp
"Nuwara Eliya,LK",15.13,86,1.51,0.0,2.18,morning,0,2025-08-03T11:07:29.555426
"Nuwara Eliya,LK",15.13,86,1.51,0.0,2.47,morning,0,2025-08-03T11:07:32.330400
"Nuwara Eliya,LK",15.13,86,1.51,0.0,2.82,morning,0,2025-08-03T11:07:35.387358
"Nuwara Eliya,LK",15.13,86,1.51,0.0,4.5,morning,0,2025-08-03T11:07:38.358944
"Nuwara Eliya,LK",15.13,86,1.51,0.0,0.89,morning,0,2025-08-03T11:07:41.328612
"Nuwara Eliya,LK",15.13,86,1.51,0.0,3.19,morning,0,2025-08-03T11:07:44.400655
"Nuwara Eliya,LK",15.13,86,1.51,0.0,1.04,morning,0,2025-08-03T11:07:47.437220
"Nuwara Eliya,LK",15.13,86,1.51,0.0,2.43,morning,0,2025-08-03T11:07:50.441729
"Nawalapitiya,LK",21.75,95,1.66,0.0,1.12,morning,0,2025-08-03T11:07:53.675792
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.73,morning,0,2025-08-03T11:07:56.790845
"Nawalapitiya,LK",21.75,95,1.66,0.0,1.95,morning,0,2025-08-03T11:07:59.683641
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.03,morning,0,2025-08-03T11:08:02.738377
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.05,morning,0,2025-08-03T11:08:05.698407
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.29,morning,0,2025-08-03T11:08:08.977869
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.5,morning,0,2025-08-03T11:08:11.941042
"Nawalapitiya,LK",21.75,95,1.66,0.0,2.8,morning,0,2025-08-03T11:08:14.917286
"Nawalapitiya,LK",21.75,95,1.66,0.0,2.79,morning,0,2025-08-03T11:08:17.810391
"Nawalapitiya,LK",21.75,95,1.66,0.0,3.77,morning,0,2025-08-03T11:08:20.751638
"Hatton,LK",18.73,95,2.15,0.0,4.52,morning,0,2025-08-03T11:08:23.926194
"Hatton,LK",18.73,95,2.15,0.0,1.32,morning,0,2025-08-03T11:08:27.096623
"Hatton,LK",18.73,95,2.15,0.0,2.23,morning,0,2025-08-03T11:08:30.268842
"Hatton,LK",18.73,95,2.15,0.0,3.43,morning,0,2025-08-03T11:08:33.433839
"Hatton,LK",18.73,95,2.15,0.0,4.97,morning,0,2025-08-03T11:08:36.507622
"Hatton,LK",18.73,95,2.15,0.0,2.11,morning,0,2025-08-03T11:08:39.587063
"Hatton,LK",18.73,95,2.15,0.0,3.93,morning,0,2025-08-03T11:08:42.561163
"Hatton,LK",18.73,95,2.15,0.0,4.37,morning,0,2025-08-03T11:08:45.749188
"Hatton,LK",18.73,95,2.15,0.0,2.99,morning,0,2025-08-03T11:08:48.704958
"Hatton,LK",18.73,95,2.15,0.0,3.49,morning,0,2025-08-03T11:08:51.779098
"Colombo,LK",27.29,87,9.28,0.0,2.37,morning,0,2025-08-03T11:14:03.770056
"Colombo,LK",27.29,87,9.28,0.0,4.83,morning,0,2025-08-03T11:14:06.935891
"Colombo,LK",27.29,87,9.28,0.0,2.56,morning,0,2025-08-03T11:14:10.122635
"Colombo,LK",27.29,87,9.28,0.0,0.62,morning,0,2025-08-03T11:14:13.298409
"Colombo,LK",27.29,87,9.28,0.0,2.2,morning,0,2025-08-03T11:14:16.265924
"Colombo,LK",27.29,87,9.28,0.0,1.19,morning,0,2025-08-03T11:14:19.231736
"Colombo,LK",27.29,87,9.28,0.0,5.02,morning,1,2025-08-03T11:14:22.404041
"Colombo,LK",27.29,87,9.28,0.0,2.35,morning,0,2025-08-03T11:14:25.377406
"Colombo,LK",27.29,87,9.28,0.0,3.66,morning,0,2025-08-03T11:14:28.549976
"Colombo,LK",27.29,87,9.28,0.0,1.94,morning,0,2025-08-03T11:14:31.475932
"Malabe,LK",27.12,87,6.87,0.0,2.18,morning,0,2025-08-03T11:14:34.695324
"Malabe,LK",27.12,87,6.87,0.0,3.42,morning,0,2025-08-03T11:14:37.765315
"Malabe,LK",27.12,87,6.87,0.0,4.23,morning,0,2025-08-03T11:14:40.839416
"Malabe,LK",27.12,87,6.87,0.0,1.68,morning,0,2025-08-03T11:14:43.897998
"Malabe,LK",27.12,87,6.87,0.0,5.36,morning,1,2025-08-03T11:14:47.084972
"Malabe,LK",27.12,87,6.87,0.0,2.98,morning,0,2025-08-03T11:14:50.255182
"Malabe,LK",27.12,87,6.87,0.0,4.58,morning,0,2025-08-03T11:14:53.116156
"Malabe,LK",27.12,87,6.87,0.0,0.7,morning,0,2025-08-03T11:14:56.096438
"Malabe,LK",27.12,87,6.87,0.0,1.3,morning,0,2025-08-03T11:14:59.167619
"Malabe,LK",27.12,87,6.87,0.0,2.26,morning,0,2025-08-03T11:15:02.338526
"Kandy,LK",23.38,93,2.07,0.0,3.01,morning,0,2025-08-03T11:15:05.412688
"Kandy,LK",23.38,93,2.07,0.0,1.36,morning,0,2025-08-03T11:15:08.375105
"Kandy,LK",23.38,93,2.07,0.0,4.63,morning,0,2025-08-03T11:15:11.343308
"Kandy,LK",23.38,93,2.07,0.0,2.0,morning,0,2025-08-03T11:15:14.417520
"Kandy,LK",23.38,93,2.07,0.0,2.97,morning,0,2025-08-03T11:15:17.592516
"Kandy,LK",23.38,93,2.07,0.0,1.58,morning,0,2025-08-03T11:15:20.567321
"Kandy,LK",23.38,93,2.07,0.0,3.79,morning,0,2025-08-03T11:15:23.432050
"Kandy,LK",23.38,93,2.07,0.0,2.0,morning,0,2025-08-03T11:15:26.598217
"Kandy,LK",23.38,93,2.07,0.0,1.49,morning,0,2025-08-03T11:15:29.784092
"Kandy,LK",23.38,93,2.07,0.0,2.49,morning,0,2025-08-03T11:15:32.747243
"Galle,LK",26.38,83,8.1,0.0,1.21,morning,0,2025-08-03T11:15:35.923019
"Galle,LK",26.38,83,8.1,0.0,0.78,morning,0,2025-08-03T11:15:38.894739
"Galle,LK",26.38,83,8.1,0.0,3.87,morning,0,2025-08-03T11:15:41.852605
"Galle,LK",26.38,83,8.1,0.0,5.31,morning,1,2025-08-03T11:15:44.765114
"Galle,LK",26.38,83,8.1,0.0,3.68,morning,0,2025-08-03T11:15:48.113532
"Galle,LK",26.38,83,8.1,0.0,2.49,morning,0,2025-08-03T11:15:51.286868
"Galle,LK",26.38,83,8.1,0.0,1.6,morning,0,2025-08-03T11:15:54.322458
"Galle,LK",26.38,83,8.1,0.0,5.13,morning,1,2025-08-03T11:15:57.532445
"Galle,LK",26.38,83,8.1,0.0,4.66,morning,0,2025-08-03T11:16:00.501881
"Galle,LK",26.38,83,8.1,0.0,0.98,morning,0,2025-08-03T11:16:03.469965
"Jaffna,LK",27.65,79,4.24,0.0,2.97,morning,0,2025-08-03T11:16:06.442260
"Jaffna,LK",27.65,79,4.24,0.0,2.02,morning,0,2025-08-03T11:16:09.611118
"Jaffna,LK",27.65,79,4.24,0.0,3.53,morning,0,2025-08-03T11:16:12.686316
"Jaffna,LK",27.65,79,4.24,0.0,4.48,morning,0,2025-08-03T11:16:15.756746
"Jaffna,LK",27.65,79,4.24,0.0,4.63,morning,0,2025-08-03T11:16:18.830928
"Jaffna,LK",27.65,79,4.24,0.0,3.31,morning,0,2025-08-03T11:16:22.004988
"Jaffna,LK",27.65,79,2.63,0.0,0.78,morning,0,2025-08-03T11:16:25.267529
"Jaffna,LK",27.65,79,2.63,0.0,0.57,morning,0,2025-08-03T11:16:28.342683
"Jaffna,LK",27.65,79,2.63,0.0,1.49,morning,0,2025-08-03T11:16:31.427176
"Jaffna,LK",27.65,79,2.63,0.0,5.04,morning,1,2025-08-03T11:16:34.394774
"Anuradhapura,LK",28.3,72,3.63,0.0,1.83,morning,0,2025-08-03T11:16:37.466928
"Anuradhapura,LK",28.3,72,3.63,0.0,2.93,morning,0,2025-08-03T11:16:40.633874
"Anuradhapura,LK",28.3,72,3.63,0.0,3.49,morning,0,2025-08-03T11:16:43.714019
"Anuradhapura,LK",28.3,72,3.63,0.0,2.27,morning,0,2025-08-03T11:16:46.777354
"Anuradhapura,LK",28.3,72,3.63,0.0,2.15,morning,0,2025-08-03T11:16:49.850708
"Anuradhapura,LK",28.3,72,3.63,0.0,2.75,morning,0,2025-08-03T11:16:53.022248
"Anuradhapura,LK",28.3,72,2.95,0.0,4.77,morning,0,2025-08-03T11:16:56.198847
"Anuradhapura,LK",28.3,72,2.95,0.0,4.25,morning,0,2025-08-03T11:16:59.269645
"Anuradhapura,LK",28.3,72,2.95,0.0,2.08,morning,0,2025-08-03T11:17:02.341889
"Anuradhapura,LK",28.3,72,2.95,0.0,4.59,morning,0,2025-08-03T11:17:05.314867
"Nuwara Eliya,LK",15.13,86,1.51,0.0,3.69,morning,0,2025-08-03T11:17:08.389628
"Nuwara Eliya,LK",15.13,86,1.51,0.0,1.23,morning,0,2025-08-03T11:17:11.357300
"Nuwara Eliya,LK",15.13,86,1.51,0.0,5.03,morning,1,2025-08-03T11:17:14.526519
"Nuwara Eliya,LK",15.13,86,1.51,0.0,3.16,morning,0,2025-08-03T11:17:17.495768
"Nuwara Eliya,LK",15.13,86,1.51,0.0,0.62,morning,0,2025-08-03T11:17:20.522589
"Nuwara Eliya,LK",15.13,86,1.51,0.0,1.84,morning,0,2025-08-03T11:17:23.439742
"Nuwara Eliya,LK",15.13,86,1.1,0.0,4.63,morning,0,2025-08-03T11:17:26.503218
"Nuwara Eliya,LK",15.13,86,1.1,0.0,4.24,morning,0,2025-08-03T11:17:29.483624
"Nuwara Eliya,LK",15.13,86,1.1,0.0,0.99,morning,0,2025-08-03T11:17:32.544232
"Nuwara Eliya,LK",15.13,86,1.1,0.0,2.8,morning,0,2025-08-03T11:17:35.622126
"Nawalapitiya,LK",21.75,95,1.66,0.0,0.76,morning,0,2025-08-03T11:17:38.685288
"Nawalapitiya,LK",21.75,95,1.66,0.0,1.79,morning,0,2025-08-03T11:17:41.731412
"Nawalapitiya,LK",21.75,95,1.66,0.0,4.64,morning,0,2025-08-03T11:17:44.493355
"Nawalapitiya,LK",21.75,95,1.66,0.0,4.17,morning,0,2025-08-03T11:17:47.604095
"Nawalapitiya,LK",21.75,95,1.66,0.0,0.53,morning,0,2025-08-03T11:17:50.677511
"Nawalapitiya,LK",21.75,95,1.66,0.0,1.58,morning,0,2025-08-03T11:17:53.636057
"Nawalapitiya,LK",21.75,95,1.56,0.0,1.11,morning,0,2025-08-03T11:17:56.613048
"Nawalapitiya,LK",21.75,95,1.56,0.0,2.43,morning,0,2025-08-03T11:17:59.783912
"Nawalapitiya,LK",21.75,95,1.56,0.0,5.33,morning,1,2025-08-03T11:18:02.650709
"Nawalapitiya,LK",21.75,95,1.56,0.0,3.33,morning,0,2025-08-03T11:18:05.603412
"Hatton,LK",18.73,95,2.15,0.0,4.66,morning,0,2025-08-03T11:18:08.598820
"Hatton,LK",18.73,95,2.15,0.0,1.63,morning,0,2025-08-03T11:18:11.455611
"Hatton,LK",18.73,95,2.15,0.0,1.68,morning,0,2025-08-03T11:18:14.534945
"Hatton,LK",18.73,95,2.15,0.0,1.21,morning,0,2025-08-03T11:18:17.606458
"Hatton,LK",18.73,95,2.15,0.0,4.23,morning,0,2025-08-03T11:18:20.472247
"Hatton,LK",18.73,95,2.15,0.0,4.53,morning,0,2025-08-03T11:18:23.334802
"Hatton,LK",18.73,95,1.85,0.0,1.38,morning,0,2025-08-03T11:18:26.418052
"Hatton,LK",18.73,95,1.85,0.0,2.06,morning,0,2025-08-03T11:18:29.400050
"Hatton,LK",18.73,95,1.85,0.0,3.17,morning,0,2025-08-03T11:18:32.344433
"Hatton,LK",18.73,95,1.85,0.0,0.69,morning,0,2025-08-03T11:18:35.320564
"Colombo,LK",27.64,80,5.5,0.0,5.0,afternoon,0,2025-09-10T12:48:38.170266
"Colombo,LK",27.64,80,5.5,0.0,0.93,afternoon,0,2025-09-10T12:48:40.486437
"Colombo,LK",27.64,80,5.5,0.0,5.43,afternoon,1,2025-09-10T12:48:42.756236
"Colombo,LK",27.64,80,5.5,0.0,2.06,afternoon,0,2025-09-10T12:48:46.309996
"Colombo,LK",27.64,80,5.5,0.0,0.83,afternoon,0,2025-09-10T12:48:49.121806
"Colombo,LK",27.64,80,5.5,0.0,5.24,afternoon,1,2025-09-10T12:48:51.592475
"Colombo,LK",27.64,80,5.5,0.0,3.74,afternoon,0,2025-09-10T12:48:55.202646
"Colombo,LK",27.64,80,5.5,0.0,2.02,afternoon,0,2025-09-10T12:48:57.481549
"Colombo,LK",27.64,80,5.5,0.0,5.37,afternoon,1,2025-09-10T12:49:02.357001
"Colombo,LK",27.64,80,5.5,0.0,5.42,afternoon,1,2025-09-10T12:49:07.482356
"Malabe,LK",29.15,71,4.77,0.0,2.77,afternoon,0,2025-09-10T12:49:11.661364
"Malabe,LK",29.15,71,4.77,0.0,4.42,afternoon,0,2025-09-10T12:49:14.612972
"Malabe,LK",29.15,71,4.77,0.0,4.01,afternoon,0,2025-09-10T12:49:19.303962
"Malabe,LK",29.15,71,4.77,0.0,1.12,afternoon,0,2025-09-10T12:49:23.764111
"Malabe,LK",29.15,71,4.77,0.0,5.03,afternoon,1,2025-09-10T12:49:32.029093
"Malabe,LK",29.15,71,4.77,0.0,5.04,afternoon,1,2025-09-10T12:49:40.665297
"Malabe,LK",29.15,71,4.77,0.0,1.95,afternoon,0,2025-09-10T12:49:47.021584
"Malabe,LK",29.15,71,4.77,0.0,1.95,afternoon,0,2025-09-10T12:49:50.170014
"Malabe,LK",29.15,71,4.77,0.0,4.13,afternoon,0,2025-09-10T12:49:52.770096
"Malabe,LK",29.15,71,4.77,0.0,1.97,afternoon,0,2025-09-10T12:49:56.170118
"Kandy,LK",28.35,60,3.72,0.0,3.59,afternoon,0,2025-09-10T12:49:58.635760
"Kandy,LK",28.35,60,3.72,0.0,4.6,afternoon,0,2025-09-10T12:50:01.075601
"Kandy,LK",28.35,60,3.72,0.0,3.25,afternoon,0,2025-09-10T12:50:03.339998
"Kandy,LK",28.35,60,3.72,0.0,1.56,afternoon,0,2025-09-10T12:50:05.635736
"Kandy,LK",28.35,60,3.72,0.0,3.06,afternoon,0,2025-09-10T12:50:08.262984
"Kandy,LK",28.35,60,3.72,0.0,4.85,afternoon,0,2025-09-10T12:50:10.670247
"Kandy,LK",28.35,60,3.72,0.0,1.81,afternoon,0,2025-09-10T12:50:12.998191
"Kandy,LK",28.35,60,3.72,0.0,3.72,afternoon,0,2025-09-10T12:50:15.217181
"Kandy,LK",28.35,60,3.72,0.0,4.91,afternoon,0,2025-09-10T12:50:17.449886
"Kandy,LK",28.35,60,3.72,0.0,3.43,afternoon,0,2025-09-10T12:50:19.731093
"Galle,LK",28.67,79,5.89,0.0,1.78,afternoon,0,2025-09-10T12:50:21.981106
"Galle,LK",28.67,79,5.89,0.0,0.91,afternoon,0,2025-09-10T12:50:24.247540
"Galle,LK",28.67,79,5.89,0.0,0.96,afternoon,0,2025-09-10T12:50:26.513207
"Galle,LK",28.67,79,5.89,0.0,3.31,afternoon,0,2025-09-10T12:50:28.793797
"Galle,LK",28.67,79,5.89,0.0,4.9,afternoon,0,2025-09-10T12:50:31.139300
"Galle,LK",28.67,79,5.89,0.0,1.26,afternoon,0,2025-09-10T12:50:33.372139
"Galle,LK",28.67,79,5.89,0.0,2.14,afternoon,0,2025-09-10T12:50:35.663624
"Galle,LK",28.67,79,5.89,0.0,4.23,afternoon,0,2025-09-10T12:50:38.329925
"Galle,LK",28.67,79,5.89,0.0,1.55,afternoon,0,2025-09-10T12:50:40.561243
"Galle,LK",28.67,79,5.89,0.0,1.13,afternoon,0,2025-09-10T12:50:42.794769
"Jaffna,LK",28.54,77,9.87,0.0,2.86,afternoon,0,2025-09-10T12:50:45.029447
"Jaffna,LK",28.54,77,9.87,0.0,4.02,afternoon,0,2025-09-10T12:50:47.311771
"Jaffna,LK",28.54,77,9.87,0.0,2.13,afternoon,0,2025-09-10T12:50:49.575863
"Jaffna,LK",28.54,77,9.87,0.0,3.1,afternoon,0,2025-09-10T12:50:51.826683
"Jaffna,LK",28.54,77,9.87,0.0,3.79,afternoon,0,2025-09-10T12:50:54.092780
"Jaffna,LK",28.54,77,9.87,0.0,1.37,afternoon,0,2025-09-10T12:50:56.747483
"Jaffna,LK",28.54,77,9.87,0.0,0.68,afternoon,0,2025-09-10T12:50:59.121891
"Jaffna,LK",28.54,77,9.87,0.0,0.8,afternoon,0,2025-09-10T12:51:01.657806
"Jaffna,LK",28.54,77,9.87,0.0,5.16,afternoon,1,2025-09-10T12:51:04.481860
"Jaffna,LK",28.54,77,9.87,0.0,0.93,afternoon,0,2025-09-10T12:51:06.761245
"Anuradhapura,LK",32.2,51,7.29,0.0,2.44,afternoon,0,2025-09-10T12:51:09.034154
"Anuradhapura,LK",32.2,51,7.29,0.0,1.38,afternoon,0,2025-09-10T12:51:11.279235
"Anuradhapura,LK",32.2,51,7.29,0.0,2.71,afternoon,0,2025-09-10T12:51:14.054000
"Anuradhapura,LK",32.2,51,7.29,0.0,2.46,afternoon,0,2025-09-10T12:51:16.664586
"Anuradhapura,LK",32.2,51,7.29,0.0,4.06,afternoon,0,2025-09-10T12:51:18.998231
"Anuradhapura,LK",32.2,51,7.29,0.0,4.02,afternoon,0,2025-09-10T12:51:21.266976
"Anuradhapura,LK",32.2,51,7.29,0.0,2.32,afternoon,0,2025-09-10T12:51:23.560712
"Anuradhapura,LK",32.2,51,7.29,0.0,1.57,afternoon,0,2025-09-10T12:51:25.956800
"Anuradhapura,LK",32.2,51,7.29,0.0,1.63,afternoon,0,2025-09-10T12:51:28.381734
"Anuradhapura,LK",32.2,51,7.29,0.0,3.21,afternoon,0,2025-09-10T12:51:30.761064
"Nuwara Eliya,LK",19.53,65,2.07,0.0,2.7,afternoon,0,2025-09-10T12:51:33.981557
"Nuwara Eliya,LK",19.53,65,2.07,0.0,1.06,afternoon,0,2025-09-10T12:51:36.169653
"Nuwara Eliya,LK",19.53,65,2.07,0.0,2.98,afternoon,0,2025-09-10T12:51:38.421885
"Nuwara Eliya,LK",19.53,65,2.07,0.0,1.28,afternoon,0,2025-09-10T12:51:40.764339
"Nuwara Eliya,LK",19.53,65,2.07,0.0,4.18,afternoon,0,2025-09-10T12:51:43.062764
"Nuwara Eliya,LK",19.53,65,2.07,0.0,2.52,afternoon,0,2025-09-10T12:51:45.369728
"Nuwara Eliya,LK",19.53,65,2.07,0.0,1.04,afternoon,0,2025-09-10T12:51:47.856862
"Nuwara Eliya,LK",19.53,65,2.07,0.0,3.64,afternoon,0,2025-09-10T12:51:50.117193
"Nuwara Eliya,LK",19.53,65,2.07,0.0,4.97,afternoon,0,2025-09-10T12:51:52.365080
"Nuwara Eliya,LK",19.53,65,2.07,0.0,1.76,afternoon,0,2025-09-10T12:51:54.778985
"Nawalapitiya,LK",26.72,64,3.11,0.0,3.71,afternoon,0,2025-09-10T12:51:57.025009
"Nawalapitiya,LK",26.72,64,3.11,0.0,2.89,afternoon,0,2025-09-10T12:52:00.450144
"Nawalapitiya,LK",26.72,64,3.11,0.0,3.5,afternoon,0,2025-09-10T12:52:02.701551
"Nawalapitiya,LK",26.72,64,3.11,0.0,1.38,afternoon,0,2025-09-10T12:52:05.304179
"Nawalapitiya,LK",26.72,64,3.11,0.0,3.78,afternoon,0,2025-09-10T12:52:08.066278
"Nawalapitiya,LK",26.72,64,3.11,0.0,1.56,afternoon,0,2025-09-10T12:52:10.419184
"Nawalapitiya,LK",26.72,64,3.11,0.0,2.81,afternoon,0,2025-09-10T12:52:12.712970
"Nawalapitiya,LK",26.72,64,3.11,0.0,3.08,afternoon,0,2025-09-10T12:52:15.000874
"Nawalapitiya,LK",26.72,64,3.11,0.0,2.1,afternoon,0,2025-09-10T12:52:17.240109
"Nawalapitiya,LK",26.72,64,3.11,0.0,2.76,afternoon,0,2025-09-10T12:52:19.496077
"Hatton,LK",23.91,66,3.15,0.0,1.63,afternoon,0,2025-09-10T12:52:21.747083
"Hatton,LK",23.91,66,3.15,0.0,5.39,afternoon,1,2025-09-10T12:52:23.998551
"Hatton,LK",23.91,66,3.15,0.0,1.0,afternoon,0,2025-09-10T12:52:26.388345
"Hatton,LK",23.91,66,3.15,0.0,3.56,afternoon,0,2025-09-10T12:52:28.634062
"Hatton,LK",23.91,66,3.15,0.0,1.54,afternoon,0,2025-09-10T12:52:30.850851
"Hatton,LK",23.91,66,3.15,0.0,5.1,afternoon,1,2025-09-10T12:52:33.084513
"Hatton,LK",23.91,66,3.15,0.0,1.91,afternoon,0,2025-09-10T12:52:35.295778
"Hatton,LK",23.91,66,3.15,0.0,3.29,afternoon,0,2025-09-10T12:52:37.552601
"Hatton,LK",23.91,66,3.15,0.0,3.61,afternoon,0,2025-09-10T12:52:39.904170
"Hatton,LK",23.91,66,3.15,0.0,4.16,afternoon,0,2025-09-10T12:52:42.128519
"Colombo,LK",27.85,77,5.8,1.47,1.08,afternoon,0,2025-09-10T14:44:40.103514
"Colombo,LK",27.85,77,5.8,1.47,5.01,afternoon,1,2025-09-10T14:44:43.077721
"Colombo,LK",27.85,77,5.8,1.47,1.19,afternoon,0,2025-09-10T14:44:45.986664
"Colombo,LK",27.85,77,5.8,1.47,5.07,afternoon,1,2025-09-10T14:44:49.198034
"Colombo,LK",27.85,77,5.8,1.47,1.19,afternoon,0,2025-09-10T14:44:52.265889
"Colombo,LK",27.85,77,5.8,1.47,5.06,afternoon,1,2025-09-10T14:44:56.576682
"Colombo,LK",27.85,77,5.8,1.47,0.78,afternoon,0,2025-09-10T14:44:59.538861
"Colombo,LK",27.85,77,5.8,1.47,3.34,afternoon,0,2025-09-10T14:45:02.598071
"Colombo,LK",27.85,77,5.8,1.47,3.55,afternoon,0,2025-09-10T14:45:05.681861
"Colombo,LK",27.85,77,5.8,1.47,1.14,afternoon,0,2025-09-10T14:45:08.643818
"Malabe,LK",28.91,71,4.96,2.73,2.99,afternoon,0,2025-09-10T14:45:11.909874
"Malabe,LK",28.91,71,4.96,2.73,2.74,afternoon,0,2025-09-10T14:45:16.119191
"Malabe,LK",28.91,71,4.96,2.73,3.49,afternoon,0,2025-09-10T14:45:19.290836
"Malabe,LK",28.91,71,4.96,2.73,4.11,afternoon,0,2025-09-10T14:45:22.470203
"Malabe,LK",28.91,71,4.96,2.73,2.76,afternoon,0,2025-09-10T14:45:25.539769
"Malabe,LK",28.91,71,4.96,2.73,4.32,afternoon,0,2025-09-10T14:45:28.715097
"Malabe,LK",28.91,71,4.96,2.73,4.55,afternoon,0,2025-09-10T14:45:31.746143
"Malabe,LK",28.91,71,4.96,2.73,1.74,afternoon,0,2025-09-10T14:45:34.955079
"Malabe,LK",28.91,71,4.96,2.73,1.69,afternoon,0,2025-09-10T14:45:38.032426
"Malabe,LK",28.91,71,4.96,2.73,1.18,afternoon,0,2025-09-10T14:45:41.098958
"Kandy,LK",28.29,59,3.65,0.0,0.81,afternoon,0,2025-09-10T14:45:44.280592
"Kandy,LK",28.29,59,3.65,0.0,1.45,afternoon,0,2025-09-10T14:45:47.341858
"Kandy,LK",28.29,59,3.65,0.0,2.31,afternoon,0,2025-09-10T14:45:50.409719
"Kandy,LK",28.29,59,3.65,0.0,1.52,afternoon,0,2025-09-10T14:45:53.447263
"Kandy,LK",28.29,59,3.65,0.0,5.1,afternoon,1,2025-09-10T14:45:56.602895
"Kandy,LK",28.29,59,3.65,0.0,3.42,afternoon,0,2025-09-10T14:45:59.634300
"Kandy,LK",28.29,59,3.65,0.0,3.61,afternoon,0,2025-09-10T14:46:02.504156
"Kandy,LK",28.29,59,3.65,0.0,1.48,afternoon,0,2025-09-10T14:46:05.678478
"Kandy,LK",28.29,59,3.65,0.0,2.96,afternoon,0,2025-09-10T14:46:08.753539
"Kandy,LK",28.29,59,3.65,0.0,5.04,afternoon,1,2025-09-10T14:46:11.691458
"Galle,LK",28.02,80,5.96,0.0,2.84,afternoon,0,2025-09-10T14:46:14.889403
"Galle,LK",28.02,80,5.96,0.0,2.92,afternoon,0,2025-09-10T14:46:18.104316
"Galle,LK",28.02,80,5.96,0.0,1.33,afternoon,0,2025-09-10T14:46:21.039702
"Galle,LK",28.02,80,5.96,0.0,4.79,afternoon,0,2025-09-10T14:46:24.085452
"Galle,LK",28.02,80,5.96,0.0,3.29,afternoon,0,2025-09-10T14:46:27.184200
"Galle,LK",28.02,80,5.96,0.0,1.54,afternoon,0,2025-09-10T14:46:30.255526
"Galle,LK",28.02,80,5.96,0.0,2.41,afternoon,0,2025-09-10T14:46:33.327942
"Galle,LK",28.02,80,5.96,0.0,4.3,afternoon,0,2025-09-10T14:46:36.501465
"Galle,LK",28.02,80,5.96,0.0,1.29,afternoon,0,2025-09-10T14:46:39.677196
"Galle,LK",28.02,80,5.96,0.0,4.15,afternoon,0,2025-09-10T14:46:42.645786
"Jaffna,LK",28.35,78,9.58,0.0,4.91,afternoon,0,2025-09-10T14:46:46.394002
"Jaffna,LK",28.35,78,9.58,0.0,1.88,afternoon,0,2025-09-10T14:46:49.609330
"Jaffna,LK",28.35,78,9.58,0.0,3.54,afternoon,0,2025-09-10T14:46:52.672751
"Jaffna,LK",28.35,78,9.58,0.0,0.63,afternoon,0,2025-09-10T14:46:55.605252
"Jaffna,LK",28.35,78,9.58,0.0,2.55,afternoon,0,2025-09-10T14:46:58.619152
"Jaffna,LK",28.35,78,9.58,0.0,2.21,afternoon,0,2025-09-10T14:47:01.583321
"Jaffna,LK",28.35,78,9.58,0.0,1.19,afternoon,0,2025-09-10T14:47:04.558281
"Jaffna,LK",28.35,78,9.58,0.0,3.89,afternoon,0,2025-09-10T14:47:07.835831
"Jaffna,LK",28.35,78,9.58,0.0,5.28,afternoon,1,2025-09-10T14:47:11.009543
"Jaffna,LK",28.35,78,9.58,0.0,0.75,afternoon,0,2025-09-10T14:47:14.286753
"Anuradhapura,LK",31.88,51,7.0,0.0,2.81,afternoon,0,2025-09-10T14:47:17.246384
"Anuradhapura,LK",31.88,51,7.0,0.0,0.98,afternoon,0,2025-09-10T14:47:20.225199
"Anuradhapura,LK",31.88,51,7.0,0.0,3.19,afternoon,0,2025-09-10T14:47:24.424505
"Anuradhapura,LK",31.88,51,7.0,0.0,1.9,afternoon,0,2025-09-10T14:47:27.392400
"Anuradhapura,LK",31.88,51,7.0,0.0,4.86,afternoon,0,2025-09-10T14:47:31.489752
"Anuradhapura,LK",31.88,51,7.0,0.0,2.29,afternoon,0,2025-09-10T14:47:34.469204
"Anuradhapura,LK",31.88,51,7.0,0.0,0.96,afternoon,0,2025-09-10T14:47:37.738455
"Anuradhapura,LK",31.88,51,7.0,0.0,2.98,afternoon,0,2025-09-10T14:47:40.705031
"Anuradhapura,LK",31.88,51,7.0,0.0,3.85,afternoon,0,2025-09-10T14:47:43.958176
"Anuradhapura,LK",31.88,51,7.0,0.0,3.57,afternoon,0,2025-09-10T14:47:47.157862
"Nuwara Eliya,LK",18.41,71,2.15,0.32,2.85,afternoon,0,2025-09-10T14:47:50.120545
"Nuwara Eliya,LK",18.41,71,2.15,0.32,3.08,afternoon,0,2025-09-10T14:47:53.294304
"Nuwara Eliya,LK",18.41,71,2.15,0.32,2.83,afternoon,0,2025-09-10T14:47:56.473606
"Nuwara Eliya,LK",18.41,71,2.15,0.32,1.65,afternoon,0,2025-09-10T14:47:59.648969
"Nuwara Eliya,LK",18.41,71,2.15,0.32,1.27,afternoon,0,2025-09-10T14:48:02.720674
"Nuwara Eliya,LK",18.41,71,2.15,0.32,2.65,afternoon,0,2025-09-10T14:48:07.008023
"Nuwara Eliya,LK",18.41,71,2.15,0.32,3.34,afternoon,0,2025-09-10T14:48:10.091925
"Nuwara Eliya,LK",18.41,71,2.15,0.32,2.81,afternoon,0,2025-09-10T14:48:13.158462
